Source,Target,Weight
M96978,M124742,0.4829455613282133
M125099,M28307,0.9579611140304782
M28308,M125100,0.0968247745981968
M136236,M96820,0.727069351230425
M124734,M96903,0.9417509591907918
M124741,M96706,0.0897218231683427
M124734,M125099,0.5319564156773459
M96903,M96899,0.95594504973946
M124739,M124733,0.5132326051390627
M125100,M124742,0.0313588850174216
M124739,M96706,0.08145536950774268
M125099,M1892,0.5686549239391513
M124741,M111589,0.13573407202216067
M28308,M125099,0.9709944751381216
M124730,M28307,0.5054813849994573
M124737,M111589,0.12464428002276608
M124739,M124734,0.5284810126582279
M124737,M96820,0.3001371742112483
M124739,M96899,0.5205776173285198
M124734,M124733,0.9533806730472368
M28306,M28307,0.8943631669535284
M28306,M124733,0.4404281098546042
M124734,M124730,0.9551994767822106
M28308,M96899,0.5967798389919496
M21918,M124730,0.4816884836005295
M124741,M28307,0.9437613599914466
M96978,M96899,0.9309121022122324
M96903,M124733,0.952073732718894
M136236,M124742,0.030274656679151062
M124734,M124741,0.5306553911205074
M124741,M124742,0.6559743384121892
M21918,M124734,0.5302325581395348
M124737,M28307,0.9604932058379466
M96706,M125100,0.9831042743664102
M28307,M96899,0.5279176702430479
M28308,M96820,0.2746450304259635
M124737,M125101,0.6862692565304755
M1892,M124742,0.5815874294923449
M136236,M125100,0.989321608040201
M124742,M96899,0.5352273909876157
M124739,M125101,0.6808353549203671
M125099,M96978,0.4507951140815856
M125101,M28306,0.6493766696349065
M28308,M1892,0.6494213750850919
M125101,M96820,0.2688145896656535
M28308,M111589,0.0996060776589758
M96820,M111589,0.8259803921568627
M136236,M124741,0.10424085464551634
M28306,M111589,0.18428040361125864
M28308,M28306,0.8906513668579142
M96820,M124742,0.22255258231472305
M28306,M124742,0.6258247893614861
M21918,M28306,0.8865419432709717
M124739,M125099,0.969872537659328
M28308,M124739,0.9718781386006026
M124747,M96899,0.5338392764320615
M1892,M28307,0.5698347993992705
M124734,M28307,0.5372937293729373
M21918,M96820,0.3424087123638693
M124747,M124734,0.5465004793863855
M21918,M124741,0.9480973902901296
M136236,M96706,0.9874724902657864
M28308,M96903,0.5667166416791605
M124734,M96899,0.9498138254816254
M124733,M96899,0.9706631353774066
M96978,M124733,0.9293593314763232
M125101,M124742,0.6697544161999138
M21918,M124742,0.6592320722755506
M28308,M96978,0.4963503649635037
M21918,M96899,0.4986774544888751
M124742,M28307,0.6618530620849583
M96706,M96820,0.7611688676594549
M124747,M28308,0.9624287151962428
M125101,M1892,0.6455199476782211
M124747,M125100,0.06267474370922647
M111589,M124742,0.13566739606126915
M136236,M124739,0.10139040774878924
M124739,M125100,0.0860896623256886
M124737,M28308,0.9687953555878084
M21918,M96903,0.4927665654581175
M125099,M96820,0.3282545373067444
M21918,M125101,0.6666111018503084
M124741,M96820,0.3343912944910451
M124730,M124742,0.5185336048879837
M28308,M124730,0.578125
M96903,M124742,0.5198025619931836
M125101,M124733,0.5901203023528159
M124737,M136236,0.11125238397965673
M1892,M96899,0.9573842762674504
M96820,M125100,0.7510917030567685
M124739,M96903,0.5063495728469176
M21918,M124737,0.9578705476828802
M96820,M28307,0.3170324427480916
M1892,M124730,0.9348789283874293
M21918,M28307,0.9560743357395176
M125099,M124742,0.6559674053463181
M124747,M124739,0.9630792653915692
M125099,M125101,0.6752062527138515
M124747,M124730,0.5127369064601589
M124737,M124741,0.9457652303120356
M124737,M125100,0.09067394740623652
M21918,M125100,0.06709809264305178
M28308,M124742,0.6253581661891118
M124741,M96899,0.5222281735404392
M28306,M1892,0.4989124805800104
M124747,M124742,0.6556719193501027
M124739,M124742,0.6606484177829548
M124747,M124737,0.953074238960414
M28308,M28307,0.9668313338038108
M125099,M124741,0.9601242360484922
M124741,M96903,0.5066537624001936
M124739,M111589,0.1153846153846154
M124730,M96899,0.9696842105263158
M125101,M111589,0.12709572742022715
M124747,M96820,0.3056971846597207
M124739,M1892,0.5735075735075735
M124747,M28306,0.8765654744013626
M125100,M111589,0.994535519125683
M125099,M125100,0.08636417486079849
M124747,M1892,0.5832
M124737,M124734,0.5509347577260587
M96706,M111589,0.998776758409786
M21918,M96978,0.4495749291548592
M96706,M124742,0.026342710997442457
M136236,M125101,0.03638151425762045
M28306,M125100,0.14677904876580372
M111589,M28307,0.10675129832660127
M124737,M96706,0.08430324001258258
M124737,M124733,0.532168001942219
M28306,M96903,0.4284689852993905
M124747,M28307,0.9479900538748446
M124737,M124739,0.9649499284692418
M124737,M96899,0.5411167512690356
M124739,M124730,0.4968146425321064
M96903,M96978,0.9377360948287092
M124741,M124733,0.5105006469592913
M124739,M124741,0.9524089306698004
M124737,M1892,0.5851169736187157
M21918,M136236,0.08934579439252338
M125101,M96978,0.5334071613141379
M28306,M96820,0.3977678057760902
M28308,M124741,0.9585492227979274
M124747,M96903,0.5206650275143426
M1892,M124733,0.9363207547169812
M124747,M136236,0.08179085587723461
M125099,M28306,0.8975297346752058
M124734,M1892,0.9225660132836546
M124733,M28307,0.5226611226611226
M124739,M96820,0.3190512624330528
M124741,M125101,0.6773274917853231
M1892,M96978,0.8989875747814082
M21918,M1892,0.5455631909172394
M125100,M28307,0.07686539182602174
M124734,M125101,0.6003956478733927
M21918,M124747,0.9530343754420709
