Id,Label,timeset,modularity_class,name,country,group
M193419,Christophe HANSEN,,2,Christophe HANSEN,Luxembourg,PPE
M124776,Mady DELVAUX,,1,Mady DELVAUX,Luxembourg,S&D
M840,Charles GOERENS,,2,Charles GOERENS,Luxembourg,ALDE
M193292,Tilly METZ,,1,Tilly METZ,Luxembourg,Verts/ALE
M97293,Georges BACH,,2,Georges BACH,Luxembourg,PPE
M96876,Frank ENGEL,,2,Frank ENGEL,Luxembourg,PPE
M1185,Viviane REDING,,2,Viviane REDING,Luxembourg,PPE
M4432,Claude TURMES,,1,Claude TURMES,Luxembourg,Verts/ALE
