Id,Label,timeset,modularity_class,name,country,group
M188906,Francis ZAMMIT DIMECH,,2,Francis ZAMMIT DIMECH,Malta,PPE
M124970,Miriam DALLI,,1,Miriam DALLI,Malta,S&D
M124968,Therese COMODINI CACHIA,,2,Therese COMODINI CACHIA,Malta,PPE
M118859,Roberta METSOLA,,2,Roberta METSOLA,Malta,PPE
M28122,David CASA,,2,David CASA,Malta,PPE
M124781,Alfred SANT,,1,Alfred SANT,Malta,S&D
M118858,Marlene MIZZI,,1,Marlene MIZZI,Malta,S&D
