Id,FullName,Country,GroupID
M197398,Pär HOLMGREN,Sweden,Verts/ALE
M122978,Alicia HOMS GINEL,Spain,S&D
M197624,Ivars IJABS,Latvia,RE
M197392,Evin INCIR,Sweden,S&D
M197516,Patryk JAKI,Poland,ECR
M197517,Adam JARUBAS,Poland,PPE
M197627,Virginie JORON,France,PfE
M197840,Rasa JUKNEVIČIENĖ,Lithuania,PPE
M197447,Irena JOVEVA,Slovenia,RE
M197491,Marina KALJURAND,Estonia,S&D
M197839,Radan KANEV,Bulgaria,PPE
M197469,Assita KANKO,Belgium,ECR
M197401,Karin KARLSBRO,Sweden,RE
M197818,Billy KELLEHER,Ireland,RE
M197528,Ondřej KNOTEK,Czechia,PfE
M197523,Łukasz KOHUT,Poland,PPE
M197406,Arba KOKALARI,Sweden,PPE
M197525,Ewa KOPACZ,Poland,PPE
M197445,Moritz KÖRNER,Germany,RE
M197699,Elena KOUNTOURA,Greece,GUE/NGL
M197395,Alice KUHNKE,Sweden,Verts/ALE
M197460,Sergey LAGODINSKY,Germany,Verts/ALE
M197697,Aurore LALUCQ,France,S&D
M197461,Katrin LANGENSIEPEN,Germany,Verts/ALE
M197494,Nathalie LOISEAU,France,RE
M197721,César LUENA,Spain,S&D
M197493,Jaak MADISON,Estonia,ECR
M197719,Cristina MAESTRE,Spain,S&D
M197653,Claudiu MANDA,Romania,S&D
M197623,Thierry MARIANI,France,PfE
M197462,Erik MARQUARDT,Germany,Verts/ALE
M197841,Liudas MAŽYLIS,Lithuania,PPE
M197662,Vangelis MEIMARAKIS,Greece,PPE
M197497,Sven MIKSER,Estonia,S&D
M197711,Dolors MONTSERRAT,Spain,PPE
M197647,Dan-Ştefan MOTREANU,Romania,PPE
M197464,Hannah NEUMANN,Germany,Verts/ALE
M197802,Ville NIINISTÖ,Finland,Verts/ALE
M197734,Lefteris NIKOLAOU-ALAVANOS,Greece,NonAttached
M197432,Jan-Christoph OETJEN,Germany,RE
M197687,Philippe OLIVIER,France,PfE
M197466,Jutta PAULUS,Germany,Verts/ALE
M197845,Tsvetelina PENKOVA,Bulgaria,S&D
M197738,Lídia PEREIRA,Portugal,PPE
M197573,Kira Marie PETER-HANSEN,Denmark,Verts/ALE
M197404,Jessica POLFJÄRD,Sweden,PPE
M197820,Nicola PROCACCINI,Italy,ECR
M197413,Karlo RESSLER,Croatia,PPE
M197832,Diana RIBA I GINER,Spain,Verts/ALE
M197690,André ROUGÉ,France,PfE
M197773,Bert-Jan RUISSEN,Netherlands,ECR
M197545,Bogdan RZOŃCA,Poland,ECR
M197722,Nacho SÁNCHEZ AMOR,Spain,S&D
M197578,Silvia SARDONE,Italy,PfE
M197500,Mounir SATOURI,France,Verts/ALE
M197670,Andreas SCHIEDER,Austria,S&D
M197422,Christine SCHNEIDER,Germany,PPE
M197425,Ralf SEEKATZ,Germany,PPE
M197677,Günther SIDL,Austria,S&D
M197426,Sven SIMON,Germany,PPE
M197784,Susana SOLÍS PÉREZ,Spain,PPE
M197417,Tomislav SOKOL,Croatia,PPE
M197825,Raffaele STANCANELLI,Italy,PfE
M58766,Nicolae ȘTEFĂNUȚĂ,Romania,Verts/ALE
M197772,Tineke STRIK,Netherlands,Verts/ALE
M197553,Beata SZYDŁO,Poland,ECR
M197655,Cristian TERHEŞ,Romania,ECR
M197831,Hermann TERTSCH,Spain,PfE
M197591,Irene TINAGLI,Italy,S&D
M197402,Tomas TOBÉ,Sweden,PPE
M197672,Eugen TOMAC,Romania,RE
M97236,Marie TOUSSAINT,France,Verts/ALE
M197580,Isabella TOVAGLIERI,Italy,PfE
M197763,Milan UHRÍK,Slovakia,ESN
M197810,Nils UŠAKOVS,Latvia,S&D
M185771,Tom VANDENDRIESSCHE,Belgium,PfE
M197870,Kim VAN SPARRENTAK,Netherlands,Verts/ALE
M197502,Marie-Pierre VEDRENNE,France,RE
M98582,Loránt VINCZE,Romania,PPE
M197537,Alexandr VONDRA,Czechia,ECR
M197552,Veronika VRECIONOVÁ,Czechia,ECR
M197863,Maria WALSH,Ireland,PPE
M197429,Marion WALSMANN,Germany,PPE
M197405,Jörgen WARBORN,Sweden,PPE
M123562,Charlie WEIMERS,Sweden,ECR
M197769,Michal WIEZIK,Slovakia,RE
M197652,Angelika WINZIG,Austria,PPE
M197421,Isabel WISELER-LIMA,Luxembourg,PPE
M197842,Elena YONCHEVA,Bulgaria,NonAttached
M197581,Stéphanie YON-COURTIN,France,RE
M197572,Anna ZALEWSKA,Poland,ECR
M197606,Javier ZARZALEJOS,Spain,PPE
M197621,Juan Ignacio ZOIDO ÁLVAREZ,Spain,PPE
M5392,Lara WOLTERS,Netherlands,S&D
M198490,Emmanouil FRAGKOS,Greece,ECR
M199941,Marianne VIND,Denmark,S&D
M202036,Sunčana GLAVAK,Croatia,PPE
M202073,Marc ANGEL,Luxembourg,S&D
M204332,Barry ANDREWS,Ireland,RE
M204414,Margarita DE LA PISA CARRIÓN,Spain,PfE
M204333,Salvatore DE MEO,Italy,PPE
M204419,Sandro GOZI,France,RE
M204336,Miriam LEXMANN,Slovakia,PPE
M112747,Romana JERKOVIĆ,Croatia,S&D
M204418,Nora MEBAREK,France,S&D
M204413,Marcos ROS SEMPERE,Spain,S&D
M204346,Dominik TARCZYŃSKI,Poland,ECR
M204449,Riho TERRAS,Estonia,PPE
M204400,Adrián VÁZQUEZ LÁZARA,Spain,PPE
M197780,Bart GROOTHUIS,Netherlands,RE
M206158,Manuela RIPA,Germany,PPE
M208722,Sara MATTHIEU,Belgium,Verts/ALE
M214839,Emma WIESNER,Sweden,RE
M213330,Ernő SCHALLER-BAROSS,Hungary,PfE
M218347,Thijs REUTEN,Netherlands,S&D
M229839,René REPASI,Germany,S&D
M230085,Camilla LAURETI,Italy,S&D
M233862,Matjaž NEMEC,Slovenia,S&D
M236053,Marina MESURE,France,GUE/NGL
M236050,Marie DAUCHY,France,PfE
M237465,Matthias ECKE,Germany,S&D
M239260,Denis NESCI,Italy,ECR
M244571,Nikos PAPANDREOU,Greece,S&D
M245018,Christophe CLERGEAU,France,S&D
M247735,Laura BALLARÍN CEREZA,Spain,S&D
M249603,Martine KEMP,Luxembourg,PPE
M251324,Krzysztof BREJZA,Poland,PPE
M251874,Niels GEUKING,Germany,PPE
M256858,Nikolaos ANADIOTIS,Greece,NonAttached
M256820,Georgios AFTIAS,Greece,PPE
M256810,Mika AALTOLA,Finland,PPE
M113523,Peter AGIUS,Malta,PPE
M257043,Maravillas ABADÍA JOVER,Spain,PPE
M256987,Oihane AGIRREGOITIA MARTÍNEZ,Spain,RE
M256869,Grégory ALLIONE,France,RE
M256805,Li ANDERSSON,Finland,GUE/NGL
M119652,Vytenis Povilas ANDRIUKAITIS,Lithuania,S&D
M257123,Lucia ANNUNZIATA,Italy,S&D
M257138,Giuseppe ANTOCI,Italy,GUE/NGL
M256951,Anja ARNDT,Germany,ESN
M256829,Sakis ARNAOUTOGLOU,Greece,S&D
M257015,Jaume ASENS LLODRÀ,Spain,Verts/ALE
M256934,Daniel ATTARD,Malta,S&D
M256929,René AUST,Germany,ESN
M257117,Adrian-George AXINIA,Romania,ECR
M256936,Thomas BAJADA,Malta,S&D
M257003,Jeannette BALJEU,Netherlands,RE
M257110,Dan BARNA,Romania,RE
M257000,Stephen Nikola BARTULICA,Croatia,ECR
M256948,Arno BAUSEMER,Germany,ESN
M256887,Wouter BEKE,Belgium,PPE
M256947,Fredis BELERIS,Greece,PPE
M256852,Nikola BARTŮŠEK,Czechia,PfE
M257005,Ľuboš BLAHA,Slovakia,NonAttached
M256998,Rachel BLOM,Netherlands,PfE
M257073,Tobiasz BOCHEŃSKI,Poland,ECR
M257108,Stefano BONACCINI,Italy,S&D
M256881,Barbara BONTE,Belgium,PfE
M257024,Mireia BORRÁS PABÓN,Spain,PfE
M257457,Zsuzsanna BORVENDÉG,Hungary,ESN
M256945,Irmhild BOẞDORF,Germany,ESN
M256995,Gordan BOSANAC,Croatia,Verts/ALE
M257020,Stine BOSSE,Denmark,RE
M256841,Helmut BRANDSTÄTTER,Austria,RE
M256878,Marie-Luce BRASIER-CLAIN,France,PfE
M257064,Anna BRYŁKA,Poland,PfE
M257072,Tomasz BUCZEK,Poland,PfE
M204129,Nikolina BRNJAC,Croatia,PPE
M99878,Waldemar BUDA,Poland,ECR
M257047,Borys BUDKA,Poland,PPE
M257081,Sebastião BUGALHO,Portugal,PPE
M257051,Andrzej BUŁA,Poland,PPE
M256928,Petr BYSTRON,Germany,ESN
M256915,Mélissa CAMARA,France,Verts/ALE
M220840,Jaroslav BŽOCH,Czechia,PfE
M257296,Nina CARBERRY,Ireland,PPE
M257100,Gheorghe CÂRCIU,Romania,S&D
M256891,Benoit CASSART,Belgium,RE
M256921,Laurent CASTILLO,France,PPE
M257096,Stefano CAVEDAGNA,Italy,ECR
M257002,José CEPEDA,Spain,S&D
M256880,Estelle CEULEMANS,Belgium,S&D
M257093,Carlo CICCIOLI,Italy,ECR
M257014,Veronika CIFROVÁ OSTRIHOŇOVÁ,Slovakia,RE
M257147,Alessandro CIRIANI,Italy,ECR
M257131,Anna Maria CISINT,Italy,PfE
M257023,Per CLAUSEN,Denmark,GUE/NGL
M257169,Annalisa CORRADO,Italy,S&D
M256937,Vivien COSTANZO,Germany,S&D
M257057,João COTRIM DE FIGUEIREDO,Portugal,RE
M256938,Tobias CREMER,Germany,S&D
M257297,Barry COWEN,Ireland,RE
M257034,Carmen CRESPO DÍAZ,Spain,PPE
M257094,Giovanni CROSETTO,Italy,ECR
M257078,Paulo CUNHA,Portugal,PPE
M257028,Henrik DAHL,Denmark,PPE
M256862,Dóra DÁVID,Hungary,PPE
M257122,Antonio DECARO,Italy,S&D
M257030,Raúl DE LA HOZ QUINTANO,Spain,PPE
M256886,Valérie DELOGE,France,PfE
M257155,Danilo DELLA VALLE,Italy,GUE/NGL
M256870,Valérie DEVAUX,France,RE
M256981,Ton DIEPEVEEN,Netherlands,PfE
M257087,Adnan DIBRANI,Sweden,S&D
M256834,Elisabeth DIERINGER,Austria,PfE
M256874,Mélanie DISDIER,France,PfE
M257237,Regina DOHERTY,Ireland,PPE
M257048,Paulo DO NASCIMENTO CABRAL,Portugal,PPE
M257095,Elena DONAZZAN,Italy,ECR
M256853,Klara DOSTALOVA,Czechia,PfE
M256851,Ondřej DOSTÁL,Czechia,NonAttached
M256949,Siegbert Frank DROESE,Germany,ESN
M257076,Michał DWORCZYK,Poland,ECR
M192254,Marieke EHLERS,Netherlands,PfE
M257088,Sofie ERIKSSON,Sweden,S&D
M257091,Dick ERIXON,Sweden,ECR
M256961,Sebastian EVERDING,Germany,GUE/NGL
M257137,Marco FALCONE,Italy,PPE
M256823,Nikolas FARANTOURIS,Greece,GUE/NGL
M256857,Viktória FERENC,Hungary,PfE
M256840,Jan FARSKÝ,Czechia,PPE
M257098,Gabriela FIREA,Romania,S&D
M25758,Ruth FIRMENICH,Germany,NonAttached
M256906,Claire FITA,France,S&D
M256913,Emma FOURREAU,France,GUE/NGL
M256876,Anne-Sophie FRIGOUT,France,PfE
M257038,Sigrid FRIIS,Denmark,RE
M190574,Tomasz FROELICH,Germany,ESN
M256896,Angéline FURET,France,PfE
M257299,Kathleen FUNCHION,Ireland,GUE/NGL
M257012,Estrella GALÁN,Spain,GUE/NGL
M257097,Alberico GAMBINO,Italy,ECR
M257032,Kamila GASIUK-PIHOWICZ,Poland,PPE
M256986,Geadis GEADI,Cyprus,ECR
M256970,Raquel GARCÍA HERMIDA-VAN DER WALLE,Netherlands,RE
M257092,Hanna GEDIN,Sweden,GUE/NGL
M256939,Thomas GEISEL,Germany,NonAttached
M256901,Jean-Marc GERMAIN,France,S&D
M256866,Gabriella GERZSENYI,Hungary,PPE
M125204,Borja GIMÉNEZ LARRAZ,Spain,PPE
M256919,Christophe GOMART,France,PPE
M257075,Isilda GOMES,Portugal,S&D
M256997,Sandra GÓMEZ LÓPEZ,Spain,S&D
M257059,Bruno GONÇALVES,Portugal,S&D
M257079,Sérgio GONÇALVES,Portugal,S&D
M257102,Giorgio GORI,Italy,S&D
M257055,Małgorzata GOSIEWSKA,Poland,ECR
M97399,Dirk GOTINK,Netherlands,PPE
M256808,Petras GRAŽULIS,Lithuania,ESN
M220908,Branko GRIMS,Slovenia,PPE
M256830,Elisabeth GROSSMANN,Austria,S&D
M257130,Cristina GUARDA,Italy,Verts/ALE
M256803,Maria GUZENINA,Finland,S&D
M256985,Michalis HADJIPANTELA,Cyprus,PPE
M256912,Rima HASSAN,France,GUE/NGL
M257033,Niels Flemming HANSEN,Denmark,PPE
M256842,Gerald HAUSER,Austria,PfE
M198073,Anna-Maja HENRIKSSON,Finland,RE
M257065,Sérgio HUMBERTO,Portugal,PPE
M256918,Céline IMART,France,PPE
M257144,Paolo INSELVINI,Italy,ECR
M256992,Hana JALLOUL MURO,Spain,S&D
M256942,Marc JONGEN,Germany,ESN
M257031,Dariusz JOŃSKI,Poland,PPE
M256898,Pierre JOUVET,France,S&D
M257022,Nora JUNCO GARCÍA,Spain,ECR
M256908,François KALFON,France,S&D
M256941,Alexander JUNGBLUTH,Germany,ESN
M257256,Taner KABILOV,Bulgaria,NonAttached
M257007,Erik KALIŇÁK,Slovakia,NonAttached
M257056,Mariusz KAMIŃSKI,Poland,ECR
M256900,Fernand KARTHEISER,Luxembourg,NonAttached
M257013,Ľubica KARVAŠOVÁ,Slovakia,RE
M256890,Rudi KENNES,Belgium,GUE/NGL
M256957,Mary KHAN,Germany,ESN
M256831,Sophia KIRCHER,Austria,PPE
M256924,Sarah KNAFO,France,ESN
M256973,Stefan KÖHLER,Germany,PPE
M257037,Michał KOBOSKO,Poland,RE
M256846,Ondřej KOLÁŘ,Czechia,PPE
M256861,Kinga KOLLÁR,Hungary,PPE
M220871,Rihards KOLS,Latvia,ECR
M256909,Vilis KRIŠTOPANS,Latvia,PfE
M256996,Sebastian KRUIS,Netherlands,PfE
M256845,Ondřej KRUTÍLEK,Czechia,ECR
M198084,Katri KULMUNI,Finland,RE
M256864,András Tivadar KULJA,Hungary,PPE
M256865,Eszter LAKOS,Hungary,PPE
M198373,Judita LAŠŠÁKOVÁ,Slovakia,NonAttached
M256860,András LÁSZLÓ,Hungary,PfE
M256954,Afroditi LATINOPOULOU,Greece,PfE
M256899,Murielle LAURENT,France,S&D
M257262,Rada LAYKOVA,Bulgaria,ESN
M257261,Ilia LAZAROV,Bulgaria,PPE
M257118,Luis-Vicențiu LAZARUS,Romania,NonAttached
M256895,Julien LEONARDELLI,France,PfE
M256920,Isabelle LE CALLENNEC,France,PPE
M256872,Fabrice LEGGERI,France,PfE
M220896,Reinhold LOPATKA,Austria,PPE
M257129,Mimmo LUCANO,Italy,GUE/NGL
M257124,Giuseppe LUPO,Italy,S&D
M257149,Lara MAGONI,Italy,ECR
M91636,Marit MAIJ,Netherlands,S&D
M257077,Marlena MALĄG,Poland,ECR
M256824,Yannis MANIATIS,Greece,S&D
M257727,Pierfrancesco MARAN,Italy,S&D
M257082,Jagna MARCZUŁAJTIS-WALCZAK,Poland,PPE
M256922,Marion MARÉCHAL,France,ECR
M257132,Ignazio Roberto MARINO,Italy,Verts/ALE
M257029,Jorge MARTÍN FRÍAS,Spain,PfE
M257063,Catarina MARTINS,Portugal,GUE/NGL
M257016,Vicent MARZÀ IBÁÑEZ,Spain,Verts/ALE
M249982,Milan MAZUREK,Slovakia,ESN
M257300,Michael MCNAMARA,Ireland,RE
M256980,Alexandra MEHNERT,Germany,PPE
M256943,Eleonora MELETI,Greece,PPE
M256994,Idoia MENDIA,Spain,S&D
M256974,Verena MERTENS,Germany,PPE
M257053,Ana Catarina MENDES,Portugal,S&D
M257259,Nikola MINCHEV,Bulgaria,RE
M245770,Irene MONTERO,Spain,GUE/NGL
M257140,Carolina MORACE,Italy,GUE/NGL
M257151,Letizia MORATTI,Italy,PPE
M257054,Tiago MOREIRA DE SÁ,Portugal,PfE
M257060,Arkadiusz MULARCZYK,Poland,ECR
M257080,Piotr MÜLLER,Poland,ECR
M257298,Ciaran MULLOOLY,Ireland,RE
M257103,Ştefan MUŞOIU,Romania,S&D
M256843,Jana NAGYOVÁ,Czechia,PfE
M257111,Dario NARDELLA,Italy,S&D
M257027,Fernando NAVARRETE ROJAS,Spain,PPE
M256847,Danuše NERUDOVÁ,Czechia,PPE
M256944,Hans NEUHOFF,Germany,ESN
M257039,Elena NEVADO DEL CAMPO,Spain,PPE
M256883,Aleksandar NIKOLIC,France,PfE
M257301,Cynthia NÍ MHURCHÚ,Ireland,RE
M257044,Rasmus NORDQVIST,Denmark,Verts/ALE
M257049,Mirosława NYKIEL,Poland,PPE
M257058,Daniel OBAJTEK,Poland,ECR
M257010,Ľudovít ÓDOR,Slovakia,RE
M198076,Maria OHISALO,Finland,Verts/ALE
M257083,João OLIVEIRA,Portugal,GUE/NGL
M257018,Branislav ONDRUŠ,Slovakia,NonAttached
M257238,Aodhán Ó RÍORDÁIN,Ireland,S&D
M257086,Jacek OZDOBA,Poland,ECR
